Z_PK,Z_ENT,Z_OPT,ZMAGFIELDACCURACY,ZGRAVITYX,ZGRAVITYY,ZGRAVITYZ,ZHEADING,ZMAGFIELDX,ZMAGFIELDY,ZMAGFIELDZ,ZQUATW,ZQUATX,ZQUATY,ZQUATZ,ZROTATIONRATEX,ZROTATIONRATEY,ZROTATIONRATEZ,ZTIMESTAMPEPOCH,ZUSERACCELX,ZUSERACCELY,ZUSERACCELZ,ZTIMESTAMPEST,time,gravity_original_x,gravity_original_y,gravity_original_z,user_original_x,user_original_y,user_original_z,interpolated_zcourse,vehicle_trajectory,vehicle_orthogonal,PLS_x,PLS_y
175,2,1,2,-0.99537593126297,0.0954601466655731,0.0106953931972384,8.1047830581665,-17.8228855133057,30.883785247802702,7.273193359375,-0.486039936542511,0.558366537094116,0.4399710297584529,0.508347928524017,-0.0064961742609739295,-0.0244228187948465,-0.062698669731617,1560740818.05404,0.0234025716781616,0.013224184513092,-0.16932272911071802,"Sunday, June 16, 2019 at 11:06:58 PM Eastern Daylight Time",6,1.5618388971017083e-08,1.318425597029993e-07,-1.000000137787322,-0.008426259192660157,-0.1695678603595699,0.023842921376897107,92.4116578629021,0.16977224029079896,-0.0012835643917226058,0.16919746099215252,0.0036131210873942355
176,2,1,2,-0.995072364807129,0.0989699959754944,-0.00601579155772924,7.67307901382446,-18.2929363250732,31.087903976440398,7.07586669921875,-0.492539674043655,0.553210377693176,0.436978697776794,0.510306477546692,-0.0133690116927028,-0.0336304530501366,-0.0201733279973269,1560740819.05744,0.0191185474395752,-0.0140592157840729,0.116948843002319,"Sunday, June 16, 2019 at 11:06:59 PM Eastern Daylight Time",6,1.6462775420666986e-08,1.34656516215248e-07,-1.0000001305271358,0.0036841645500572326,0.11739085587765787,0.02111933171581261,78.9944295521021,-0.11452855301152404,0.02602684493378835,-0.11791760886768685,0.0020533581254321316
177,2,1,2,-0.9952457547187809,0.0973918437957764,-0.0007706942851655191,7.66207456588745,-17.6755771636963,30.687259674072298,6.807586669921871,-0.49103131890296897,0.554163694381714,0.43876788020134,0.509189069271088,0.0244300365447998,-0.00590293575078249,0.012539304792881,1560740820.06079,-0.0130087733268738,-0.00802561640739441,-0.0008016228675842291,"Sunday, June 16, 2019 at 11:07:00 PM Eastern Daylight Time",7,-1.1715473979823088e-08,-8.18961513882055e-08,-0.9999999387466836,-0.009277361911628833,0.000449846208147928,-0.01216591532767383,76.07589770547825,-0.002669098498344999,-0.008896500371295387,-0.0002531749981806858,-0.004861160649006651
178,2,1,2,-0.9953332543373109,0.0964939445257187,-0.000754872977267951,7.56956577301025,-17.786302566528303,30.5417423248291,7.03778076171875,-0.49120935797691295,0.5536150336265561,0.43946895003318803,0.5090095996856691,0.000623508356511593,-0.0192051585763693,-0.0102083515375853,1560740821.0641198,-0.00584113597869873,-0.00514402985572815,0.00145608186721802,"Sunday, June 16, 2019 at 11:07:01 PM Eastern Daylight Time",7,-1.2918203728951028e-09,-3.063897938138105e-08,-0.9999999691765222,-0.005441530135105698,0.0021967292186580003,-0.005316410218459749,75.88554312426226,-0.003457381230147028,-0.004741559290022244,-0.0023102293871375135,-0.0013317305625865352
179,2,1,2,-0.995389640331268,0.0959151685237885,-0.000246490322751924,7.467923164367679,-17.296667098999,31.0738544464111,6.99127197265625,-0.491400390863419,0.5532270073890689,0.440246105194092,0.50857549905777,0.00396122690290213,0.0267695002257824,0.0182415507733822,1560740822.06746,0.00703299045562744,-0.0037260949611663797,-0.023695707321167003,"Sunday, June 16, 2019 at 11:07:02 PM Eastern Daylight Time",7,1.4347758897637064e-08,1.365151784393781e-07,-1.0000001581945965,-0.006090233040219335,-0.023101706178147118,0.007352109699491955,77.14308198194388,0.021167337046069643,-0.011078068839094103,0.02296755470269482,-0.0008001167308503204
180,2,1,2,-0.995462357997894,0.095150463283062,0.0009795076912269,7.39328527450562,-17.824167251586896,30.9764251708984,6.997406005859371,-0.49126473069190996,0.553083777427673,0.44112139940261796,0.5081034898757929,0.0356418453156948,0.0282291024923325,0.025851434096694003,1560740823.07085,-0.026524543762207,0.00361517071723938,-0.0254712104797363,"Sunday, June 16, 2019 at 11:07:03 PM Eastern Daylight Time",7,-3.901722056554036e-09,-5.406731123924757e-08,-0.9999999381445095,-0.0022137902207960605,-0.025423847720347767,-0.026723221070109104,78.3108622998691,0.024448070876749693,-0.0073187929643178246,0.024964289472266553,0.002951168712752041
181,2,1,2,-0.9955045580863949,0.0947048217058182,0.00142022781074047,7.3028826713562,-17.770298004150398,30.919469833374,6.9771728515625,-0.49145331978797896,0.552749812602997,0.44178926944732705,0.507704317569733,0.0196923837065697,-0.0041486038826406,0.0008502055425196889,1560740824.0742,-0.0163939595222473,0.00328242778778076,-0.0117692947387695,"Sunday, June 16, 2019 at 11:07:04 PM Eastern Daylight Time",7,1.7686249575987745e-08,1.5245009113429298e-07,-1.0000001727360504,0.00020314674476422118,-0.011915231850453279,-0.016614407031162473,79.53169477769629,0.011753819565439182,-0.0019651321261084822,0.011296515858433387,0.0046150182007705055
182,2,1,2,-0.995525062084198,0.0944839417934418,0.00157403643243015,7.194360256195071,-17.5785751342773,30.4241790771484,7.15362548828125,-0.49184334278106706,0.5523213148117071,0.442411780357361,0.507250487804413,0.00811898894608021,0.0175741724669933,0.008449395187199121,1560740825.07755,-0.0008857250213623051,-0.0019135475158691398,-0.0179961919784546,"Sunday, June 16, 2019 at 11:07:05 PM Eastern Daylight Time",7,-2.605088922358334e-09,-5.05729466360183e-08,-0.9999999210426272,-0.00422515061103769,-0.017606952145836026,-0.0006726344346208806,79.51355612138796,0.01654389100649895,-0.007359098580450954,0.017528328539126187,-0.004430528634799985
183,2,1,2,-0.995555341243744,0.0941541716456413,0.0021134070120751897,7.09292936325073,-17.2168922424316,30.451059341430696,7.11614990234375,-0.492087632417679,0.551993906497955,0.44312462210655196,0.506747484207153,-0.0118994191288948,0.0035971472971141295,-0.0168828368186951,1560740826.08092,0.006684005260467529,-0.000515758991241455,-0.0236793756484985,"Sunday, June 16, 2019 at 11:07:06 PM Eastern Daylight Time",7,-8.396166650825876e-09,-4.509975262689814e-08,-0.9999999560032095,-0.0028036721514643932,-0.023498776160509834,0.006752903537521133,82.0144002939826,0.022881410822442775,-0.0060410344601931325,0.02338727306346434,-0.003594707241598584
184,2,1,2,-0.995580077171326,0.0938930362462997,0.0021893773227930104,6.98157739639282,-17.8652229309082,30.348585128784197,7.26513671875,-0.49249613285064703,0.551524579524994,0.44375142455100997,0.5063132047653199,0.0212491564452648,0.022172374650836,0.0144855435937643,1560740827.08428,-0.00203359127044678,-0.00350481271743774,-0.00799393653869629,"Sunday, June 16, 2019 at 11:07:07 PM Eastern Daylight Time",7,2.585150096767741e-08,1.8916081440112364e-07,-1.0000001928445,-0.0046239381791558475,-0.007491705755058918,-0.0016780249161488267,84.03589641072901,0.006970702447328113,-0.005377338263104883,0.007463921859400454,-0.003953008517386675
185,2,1,2,-0.995621800422668,0.0934097394347191,0.00345194153487682,6.91629552841187,-17.4318504333496,30.1112842559814,7.197296142578121,-0.49237936735153204,0.5514851212501529,0.44451111555099504,0.5058029294013979,0.0445480346679687,0.009660789743065829,0.0180436950176954,1560740828.08761,-0.0140300989151001,0.0132595598697662,-0.0105088949203491,"Sunday, June 16, 2019 at 11:07:08 PM Eastern Daylight Time",7,-1.6787755630076617e-09,1.5768738148569383e-08,-1.000000032399248,0.01053594328693954,-0.011913526137350677,-0.015170967997573595,89.23848549512192,0.012052502591502789,0.010376675154054053,0.01182235040124105,0.009875740395859447
186,2,1,2,-0.995659470558167,0.0929963663220406,0.0037747316528111705,6.8358883857727095,-17.3642292022705,30.6462345123291,7.103485107421871,-0.49255645275115995,0.5511632561683649,0.445091485977173,0.505470991134644,-0.0245047397911549,-0.008772219531238079,0.0038325586356222604,1560740829.09095,-0.00302022695541382,-0.00237947702407837,-0.0218648910522461,"Sunday, June 16, 2019 at 11:07:09 PM Eastern Daylight Time",7,1.3647073082712069e-08,1.4715027671363679e-07,-1.0000001770301352,-0.005228531068824956,-0.021405881330656722,-0.0027033035007359013,91.81021809103495,0.02156036256464452,-0.004549731724058121,0.02131133200298831,-0.005690065300104085
187,2,1,2,-0.9956664443016049,0.09291295707225801,0.0039562736637890296,6.70303106307983,-17.3178634643555,31.0635471343994,7.59552001953125,-0.49308013916015603,0.550674378871918,0.44579800963401794,0.504870176315308,-0.00125950388610363,-0.0211752578616142,-0.0188574530184269,1560740830.09433,-0.0023566484451293898,0.000145316123962402,-0.00954997539520264,"Sunday, June 16, 2019 at 11:07:10 PM Eastern Daylight Time",7,2.995315606657556e-09,5.52651114593683e-08,-1.0000000690007038,-0.0011865704035217079,-0.009485598708487652,-0.002322155580019092,95.84533096827155,0.009557122155562852,-0.00021435550990337598,0.009438566395794679,-0.0009008680511112257
188,2,1,2,-0.9956609606742859,0.0929640978574753,0.00408212887123227,6.6137981414794895,-17.7214279174805,30.8000869750977,7.437255859375,-0.49345755577087397,0.5503706336021421,0.446243464946747,0.504438757896423,0.0018966989591717698,0.00148593122139573,0.0212797038257122,1560740831.09768,0.00673359632492065,-0.00602474808692932,-0.0206179618835449,"Sunday, June 16, 2019 at 11:07:11 PM Eastern Daylight Time",7,-1.0856513216195296e-08,-1.1510216960108899e-07,-0.9999998679386932,-0.007701726793538248,-0.019834824476268612,0.007348632770969331,96.12547431842059,0.020543401011408214,-0.0055412573023783515,0.019754795441386183,-0.007874608639493129
189,2,1,2,-0.995705246925354,0.0924743413925171,0.00442653615027666,6.51576995849609,-18.0726528167725,30.1439056396484,7.1065673828125,-0.49368676543235795,0.549966812133789,0.446933746337891,0.5040437579154969,-0.008070853538811209,-0.00127457734197378,-0.0235144477337599,1560740832.10103,0.00539076328277588,-0.0026206374168396,-0.0187665224075317,"Sunday, June 16, 2019 at 11:07:12 PM Eastern Daylight Time",7,-3.3101623386766477e-09,6.412617381545971e-10,-1.0000000183964748,-0.004217482592158048,-0.0183824034195536,0.00569302359203629,94.74358820199726,0.018668211083590954,-0.0026828734284091438,0.01829994527759309,-0.004488590791482295
190,2,1,2,-0.9957217574119571,0.0922788083553314,0.00480654230341315,6.42107486724854,-17.8859882354736,30.5637321472168,7.20233154296875,-0.4939679205417629,0.549649834632874,0.447535842657089,0.50357973575592,0.0211501959711313,-0.0026375362649559996,0.00841305311769247,1560740833.10442,-0.008721709251403809,0.00299173593521118,-0.00860333442687988,"Sunday, June 16, 2019 at 11:07:13 PM Eastern Daylight Time",7,1.1744776179378746e-08,1.272978863431362e-07,-1.0000001497519557,0.0011969606007000652,-0.008834743751125524,-0.008919116974516784,94.55783554895201,0.008711688144206066,0.0018952312539052365,0.008784364259265348,0.0013866308151890146
191,2,1,2,-0.995725512504578,0.0922169238328934,0.00518499221652746,6.33034944534302,-17.4050445556641,30.3299160003662,7.257476806640621,-0.49426546692848206,0.549377202987671,0.44808167219162004,0.503099620342255,0.0135534824803472,-0.00703873066231608,-0.00398078607395291,1560740834.10776,-0.00935828685760498,-0.00214961171150208,-0.006785035133361821,"Sunday, June 16, 2019 at 11:07:14 PM Eastern Daylight Time",7,1.149487158236262e-08,7.510622776485398e-08,-1.0000000707189904,-0.003735746692089423,-0.006460985027116909,-0.009084873929357376,94.55783554895201,0.006737415369146321,-0.0032105085285164545,0.006435829956071932,-0.00303428542412761
192,2,1,2,-0.995733678340912,0.0921010822057724,0.00567173073068261,6.240909576416019,-17.424972534179698,30.3321170806885,7.039154052734371,-0.49451908469200107,0.549124121665955,0.448663085699081,0.502608358860016,0.0162386614829302,0.0225422438234091,-0.00229405937716365,1560740835.1111,-0.0006989240646362299,0.0010484755039215099,-0.0291677713394165,"Sunday, June 16, 2019 at 11:07:15 PM Eastern Daylight Time",7,1.5742389281037106e-08,1.518924166166169e-07,-1.0000001680276136,-0.00218382727218548,-0.029106431403579363,-0.0006270805633453525,94.55783554895201,0.029187924662914047,0.00013603116578875338,0.029142164141188035,-0.000924303229987589
193,2,1,2,-0.9957446455955509,0.0919471755623817,0.00618843315169215,6.142004489898679,-18.0610580444336,30.6027526855469,6.947265625,-0.4947972595691679,0.5488322377204901,0.44930768013000505,0.5020771026611329,-0.00401512533426285,-0.0317488685250282,-0.0179764963686466,1560740836.11447,0.00874125957489014,0.00401002168655396,-0.00545287132263184,"Sunday, June 16, 2019 at 11:07:16 PM Eastern Daylight Time",7,-9.001278222786624e-09,-3.776889970219521e-08,-0.9999999895154902,0.004194384490807876,-0.0058812454876774655,0.008369097251219284,94.55783554895201,0.0055293386372397375,0.004648475446615157,0.005713550271183735,0.004035050010253292
194,2,1,2,-0.995742678642273,0.0914876461029053,0.0112601900473237,5.972838878631589,-18.273891448974602,30.199390411377,6.898406982421871,-0.49427312612533597,0.5493406057357789,0.451503038406372,0.500064134597778,0.005777378566563129,0.00427972851321101,-0.0104191731661558,1560740837.11782,0.00724470615386963,-0.0042736828327179,0.0442076921463013,"Sunday, June 16, 2019 at 11:07:17 PM Eastern Daylight Time",7,2.0113184007186646e-08,1.562186618953021e-07,-1.0000001316694997,0.0009919578193141078,0.04442494495537539,0.007107071303237494,94.344285474993,-0.04437244720296386,-0.002376056359520268,-0.04443464840319301,-0.0018795433848343406
195,2,1,2,-0.9958112835884091,0.09105384349823,0.00831445772200823,5.88446140289307,-17.7156829833984,30.2832012176514,7.190155029296871,-0.495216429233551,0.548155188560486,0.451312661170959,0.5006031394004821,0.028123876079917006,-0.00588270369917154,-0.00426604319363832,1560740838.1212,-0.0136972665786743,0.0168204307556152,-0.0632444620132446,"Sunday, June 16, 2019 at 11:07:18 PM Eastern Daylight Time",7,9.718118754165062e-09,4.3216882544827584e-08,-1.0000000225725019,0.008970248040632879,-0.06461767983068377,-0.014645616452209133,92.12795346493084,0.06424004302148666,0.011363396024462845,0.06422904682904554,0.011955581661844185
196,2,1,2,-0.995814681053162,0.0910966098308563,0.007378764450550079,5.737624645233151,-17.3545837402344,30.4922389984131,7.23974609375,-0.496080309152603,0.547351360321045,0.451769709587097,0.500214874744415,0.00312965083867311,-0.0177571270614862,-0.00308534549549222,1560740839.1245599,-0.0113428831100464,0.007378131151199341,-0.009071946144104,"Sunday, June 16, 2019 at 11:07:19 PM Eastern Daylight Time",7,2.3658857650765697e-09,-2.3875783822235874e-08,-0.9999999587442503,0.0053727303406176105,-0.00974205749235011,-0.01190059275316778,91.89064883022694,0.009559496770562084,0.005691215774407176,0.009529432638527097,0.005401755847002964
197,2,1,2,-0.995786309242249,0.0914064943790436,0.00738412933424115,5.62096977233887,-17.6181373596191,30.356737136840803,7.142913818359371,-0.496666073799133,0.546962678432465,0.45224317908287,0.499630659818649,0.00487606320530176,0.007720422931015491,0.005431653000414371,1560740840.12791,0.00782549381256104,-0.00368931889533997,-0.0288996696472168,"Sunday, June 16, 2019 at 11:07:20 PM Eastern Daylight Time",7,5.613650794211722e-09,4.969036682123118e-08,-1.0000000231274937,-0.00575149439425994,-0.02841395051663248,0.008343144569726964,91.9545288856531,0.028593581885005215,-0.0047790529097661415,0.028575804515748815,-0.004454535626787981
198,2,1,2,-0.995813250541687,0.0910654962062836,0.00794610753655434,5.55347537994385,-17.243709564209002,30.8128719329834,7.176971435546871,-0.496746033430099,0.5467604994773859,0.45279797911644,0.4992698132991789,-0.028782781213522003,0.007875225506722929,-0.0164167899638414,1560740841.13127,0.00568705797195435,0.0021599531173706102,-0.0284866094589233,"Sunday, June 16, 2019 at 11:07:21 PM Eastern Daylight Time",7,2.2693332490941742e-09,2.1735116928489617e-08,-1.0000000475893387,-7.716358670191784e-05,-0.028567110408705527,0.0056929072527613575,91.7693867646653,0.02855587220549498,0.0008049309943861357,0.02852922474874458,0.001107853158206237
199,2,1,2,-0.99580705165863,0.0911198109388351,0.00808717962354422,5.4446549415588406,-17.85719871521,30.580520629882802,7.599578857421871,-0.49720138311386103,0.5463779568672179,0.45333731174469,0.49874556064605696,-0.0179956629872322,0.0015347348526120199,-0.0242959558963776,1560740842.13462,0.00278222560882568,0.00314325094223022,-0.0190610885620117,"Sunday, June 16, 2019 at 11:07:22 PM Eastern Daylight Time",7,-4.381313173373869e-09,-6.068195165798151e-08,-0.9999999532764204,0.001574847745800365,-0.019274468475082615,0.002638299181989023,91.7693219654856,0.019216654803695048,0.0021692069000051905,0.019186847001983705,0.0022112612849959617
200,2,1,2,-0.995788991451263,0.0913095474243164,0.00817965995520353,5.34668493270874,-17.5189933776855,30.040880203247102,7.5052490234375,-0.49765408039093,0.546056509017944,0.453775405883789,0.49824753403663596,-0.00802974589169025,-0.0315922349691391,0.0010915312450379099,1560740843.1379998,-0.00445187091827393,-0.0132209658622742,-0.0104267597198486,"Sunday, June 16, 2019 at 11:07:23 PM Eastern Daylight Time",7,2.6576840173042626e-09,1.85938734131863e-08,-1.0000000278916694,-0.014480933619647017,-0.009152561153856606,-0.0031406364145093553,91.77088614115499,0.0095956918849572,-0.014191177238716835,0.009638844841101132,-0.014063201956459168
201,2,1,2,-0.995806276798248,0.0910827293992043,0.00860449206084013,5.25968742370605,-17.2637557983398,29.753793716430696,7.401885986328121,-0.497877806425095,0.5457670688629149,0.454357296228409,0.49781075119972207,0.0190883632749319,0.00410630460828543,0.0109405824914575,1560740844.14136,-0.0168998241424561,-0.0010923445224762,-0.0160713195800781,"Sunday, June 16, 2019 at 11:07:24 PM Eastern Daylight Time",7,8.452936822722634e-09,9.95801583136835e-08,-1.0000001208945992,-0.004091010435171301,-0.015908527709283308,-0.016591171308530706,91.77088614115499,0.016027353549743228,-0.0035974377616921176,0.01602324363380469,-0.0035203857282636703
202,2,1,2,-0.995815515518188,0.0909706279635429,0.008711631409823891,5.1617374420166,-17.3476905822754,29.921422958374,7.370086669921871,-0.498250544071198,0.545379757881165,0.45488101243972795,0.497383803129196,-0.0173185523599386,-0.0153821334242821,-0.00733096292242408,1560740845.1447,0.0056157112121582,-0.00783142447471619,-0.0246772766113281,"Sunday, June 16, 2019 at 11:07:25 PM Eastern Daylight Time",7,9.95574298001678e-09,6.749802203276367e-08,-1.0000000443103252,-0.009456204012138252,-0.023872791468854012,0.006519619301690547,91.77088614115499,0.024153613270906416,-0.008713950470025744,0.02419937938864454,-0.008737028297464176
203,2,1,2,-0.995811522006989,0.0909624099731445,0.009240542538464071,5.07981300354004,-17.641227722168,30.26243019104,7.39910888671875,-0.498482912778854,0.54518461227417,0.455405324697495,0.496884852647781,0.0007046812679618599,-0.000487312208861113,-0.000304287765175104,1560740846.1480699,0.00407099723815918,0.00278165936470032,-0.0321036577224731,"Sunday, June 16, 2019 at 11:07:26 PM Eastern Daylight Time",7,-3.194162712105708e-10,4.23993472276063e-08,-1.0000000675081988,0.0003138552609831015,-0.0322190452396882,0.004097573088318326,91.77088614115499,0.03219395817765881,0.0013093655475369679,0.03218634402118068,0.0015215228650712204
204,2,1,2,-0.99583774805069,0.0906826630234718,0.009159218519926071,5.00773286819458,-16.525833129882802,29.9936828613281,7.3209228515625,-0.498743504285812,0.54481440782547,0.45580354332923906,0.49666422605514504,-0.0169062707573175,0.0131981400772929,-0.0182742346078157,1560740847.1514301,0.004952073097229,0.007562637329101559,-0.0246524810791016,"Sunday, June 16, 2019 at 11:07:27 PM Eastern Daylight Time",7,2.8692389297813037e-09,4.602688433164026e-08,-1.0000000285497954,0.005821025966290902,-0.02521077269619349,0.004471457418774523,91.77088614115499,0.02501884558718136,0.006597330424053653,0.025010829595212558,0.006692959989698657
205,2,1,2,-0.995823860168457,0.090843178331852,0.00908458791673183,4.90332221984863,-17.3809299468994,29.776968002319304,7.603515625,-0.499253362417221,0.5444166660308839,0.4562376439571379,0.49618935585021995,-0.00930974259972572,0.0158649086952209,-0.0129754524677992,1560740848.15481,0.007440328598022459,0.00578474998474121,-0.0236927270889282,"Sunday, June 16, 2019 at 11:07:28 PM Eastern Daylight Time",7,9.660657634968928e-09,9.019198693449582e-08,-1.0000000866339205,0.004411881494825996,-0.024089558232619546,0.007098987588085403,91.77088614115499,0.023941713197750195,0.005154210252194833,0.023941187000653938,0.0052176679161701186
206,2,1,2,-0.9958667159080509,0.090308666229248,0.00970666669309139,4.83821582794189,-17.6552429199219,30.169021606445302,7.46270751953125,-0.49925795197486894,0.5441911220550539,0.456847190856934,0.495871305465698,-0.0437880456447601,0.0062711490318179105,-0.0281023271381855,1560740849.15814,-0.000618100166320801,0.007310986518859859,-0.0262233018875122,"Sunday, June 16, 2019 at 11:07:29 PM Eastern Daylight Time",7,1.7057077028592715e-08,1.869307108826046e-07,-1.000000195213905,0.005008612575694956,-0.026746307642496105,-0.0010212546879708618,91.77088614115499,0.026578753036970274,0.005832757447399873,0.026569524764095874,0.005956247482693202
207,2,1,2,-0.995840847492218,0.0906374305486679,0.0092782536521554,4.70320606231689,-18.1074237823486,29.647329330444304,7.092864990234371,-0.500022292137146,0.543621122837067,0.4572911560535429,0.49531674385070795,0.0127387726679444,-0.0279663112014532,0.0183116216212511,1560740850.16152,0.00813150405883789,0.00165677070617676,-0.00203859806060791,"Sunday, June 16, 2019 at 11:07:30 PM Eastern Daylight Time",7,1.0054947235937917e-08,9.578396842346848e-08,-1.0000001116706478,0.0022195336750024702,-0.002152152592242964,0.007966432009983438,91.77088614115499,0.0020825348022672366,0.002284981249838572,0.0021448424866244587,0.0018688943655191656
208,2,1,2,-0.9958443641662601,0.0905651226639748,0.009595516137778759,4.61623287200928,-17.463237762451197,30.2655429840088,7.274932861328121,-0.5003063678741461,0.5433368682861329,0.45780214667320296,0.494869530200958,0.0403856448829174,0.012111715041101001,0.0245420951396227,1560740851.16488,-0.015192985534668002,0.008503735065460209,-0.009698033332824709,"Sunday, June 16, 2019 at 11:07:31 PM Eastern Daylight Time",7,6.120432299860923e-09,7.17454592125133e-08,-1.0000000565073928,0.006285327434956668,-0.01038401165240712,-0.01580693300684235,91.77088614115499,0.01018481767146956,0.006603221029230143,0.010212850142250774,0.006386238534183548
209,2,1,2,-0.9958506226539608,0.0904365107417107,0.010140098631382,4.52787780761719,-17.8278427124023,30.429519653320302,7.36376953125,-0.500530064105988,0.5430897474288939,0.458392381668091,0.494367927312851,-0.00905423797667027,-0.0363990627229214,-0.0024587907828390603,1560740852.16825,-0.0109593868255615,-0.0104564428329468,-0.00961780548095703,"Sunday, June 16, 2019 at 11:07:32 PM Eastern Daylight Time",7,6.806696012384705e-09,4.171384956896951e-08,-1.0000000233578346,-0.012128923159040482,-0.008798022498773716,-0.009870742712362914,91.77088614115499,0.009168638743492661,-0.011851246368132017,0.00926142916544659,-0.012210743002887277
210,2,1,2,-0.9959011077880859,0.0893139615654945,0.0142862563952804,4.32337188720703,-18.3622207641602,29.7032852172852,7.46331787109375,-0.500171959400177,0.543041706085205,0.46070471405983,0.4926306307315829,0.0045429770834744,-0.0136965224519372,-0.000842936569824815,1560740853.1716099,0.00336068868637085,-0.012294203042984,0.0467036962509155,"Sunday, June 16, 2019 at 11:07:33 PM Eastern Daylight Time",7,5.7714210632831e-09,5.542211009568199e-08,-1.0000000486729228,-0.008443012473237504,0.04751969201226468,0.003777738985539023,94.44124212608645,-0.046723204578862705,-0.012097427100234088,-0.04701270750198685,-0.011443034677915416
211,2,1,2,-0.995719075202942,0.0857944786548615,0.0343942418694496,3.8899993896484397,-17.7766494750977,29.5745677947998,7.398651123046871,-0.496444851160049,0.5454241633415221,0.46873190999031106,0.48615375161171004,0.0147887766361237,-0.00806702300906181,-0.0185578651726246,1560740854.1749802,-0.0257362127304077,-0.0222938656806946,0.17861700057983398,"Sunday, June 16, 2019 at 11:07:34 PM Eastern Daylight Time",7,3.401477738362857e-09,8.144332466764048e-08,-1.0000000665822122,-0.01282635358593319,0.17890629526588764,-0.029856727160787574,93.12859087806088,-0.17793962192813295,-0.022571415111805868,-0.17785363108142174,-0.022704898275012715
212,2,1,2,-0.9954687356948849,0.0794320181012154,0.05227297917008401,359.30831909179705,-19.1988582611084,31.331750869751,7.7108154296875,-0.5095033049583441,0.528914272785187,0.4963730275630949,0.462892919778824,0.288518726825714,-0.008382246829569341,0.0841605961322784,1560740855.1783302,-0.10432624816894502,-0.11840888857841499,-0.0350780487060547,"Sunday, June 16, 2019 at 11:07:35 PM Eastern Daylight Time",7,-9.138564349697731e-10,-3.8060159746056144e-08,-0.9999999567984585,-0.12566909531863266,-0.0420112648130108,-0.0926144295615734,86.18573615930276,0.033558406474210725,-0.1281854174401447,-0.04844317074288537,-0.08687412060390581
213,2,1,2,-0.9954483509063721,0.0747017785906792,0.0591829940676689,337.582061767578,-20.5383415222168,29.9846382141113,-0.029510498046875,-0.5846702456474301,0.42581012845039395,0.5901501774787901,0.35856571793556197,0.564522206783295,-0.0289183743298054,-0.0174156259745359,1560740856.18172,-0.047601580619812005,-0.379242062568665,0.0301423072814941,"Sunday, June 16, 2019 at 11:07:36 PM Eastern Daylight Time",7,-6.716843561904717e-08,1.5091748253870385e-07,-1.0000002009167863,-0.3634123115710898,-0.12040036989671676,-0.020838759905105808,85.54246967436308,0.09179172561987718,-0.37167060198572904,0.015598540407601579,-0.33559752108016255
214,2,1,2,-0.995993673801422,0.072845496237278,0.0518658794462681,306.091949462891,-23.072799682617198,23.8964462280273,-9.27700805664063,-0.662357330322266,0.248395174741745,0.681346297264099,0.188015431165695,0.417570412158966,-0.0209156349301338,-0.0133139481768012,1560740857.18504,-0.0403859615325928,-0.18781062960624698,0.0892307758331299,"Sunday, June 16, 2019 at 11:07:37 PM Eastern Daylight Time",7,2.1439478574414306e-08,-1.2015868994241785e-08,-0.9999999670126211,-0.18258665132388732,-0.10274468773617819,-0.03117104005505225,58.43353688701478,-0.008039877199498321,-0.20935547873005989,-0.00978030288938973,-0.2007866450110315
215,2,1,2,-0.99629008769989,0.0664096102118492,0.0547319799661636,288.77606201171903,-24.1176242828369,19.2642784118652,-12.375213623046902,-0.681792557239532,0.14094093441963199,0.7123914957046509,0.0882768481969833,0.435237467288971,-0.0930946469306946,0.105478376150131,1560740858.18844,-0.052461564540863,-0.197869166731834,0.137691855430603,"Sunday, June 16, 2019 at 11:07:38 PM Eastern Daylight Time",7,1.1164922043838121e-07,-3.593306090177162e-08,-0.9999998824042666,-0.19227601584843082,-0.14736348547290554,-0.04666269203419666,41.79190590004253,-0.04514823359201493,-0.23800777324446803,0.015858967083318826,-0.26458699616499637
216,2,1,2,-0.995973944664001,0.0571478717029095,0.069067545235157,276.691040039062,-24.478759765625,16.157398223877,-12.1803588867188,-0.681988179683685,0.0621224641799927,0.728474140167236,0.018933892250061,0.163777694106102,0.332072019577026,-0.138371348381042,1560740859.19178,-0.123925685882568,-0.134651869535446,0.0553580522537231,"Sunday, June 16, 2019 at 11:07:39 PM Eastern Daylight Time",7,-1.400125692922142e-07,1.6857401082676082e-08,-1.0000001517472552,-0.06284781690234054,-0.13531424147027502,-0.11955510656645166,11.90825822512437,-0.033573838740601866,-0.1453705244755142,-0.0019793454774714447,-0.16885621939441986
217,2,1,2,-0.994388341903687,0.0733263939619064,0.0762577876448631,272.983032226562,-25.0343132019043,14.9026584625244,-13.842376708984402,-0.6795483827590939,0.0440067872405052,0.732251524925232,-0.0092296926304698,0.212662637233734,-0.0904614329338074,0.271795779466629,1560740860.19517,0.0482410788536072,-0.0417008846998215,0.15650391578674303,"Sunday, June 16, 2019 at 11:07:40 PM Eastern Daylight Time",7,-8.594556608244744e-08,2.6736731925658397e-09,-1.0000000923709467,-0.16154449334245127,-0.030573113975062523,0.03909350972847357,1.2144999257456668,-0.16086019217693778,-0.03399025154658451,-0.05171434715055682,-0.09426470175240526
