Z_PK,Z_ENT,Z_OPT,ZACTIVITYCONFIDENCE,ZALTITUDE,ZCOURSE,ZHORIZONTALACCURACY,ZLATITUDE,ZLONGITUDE,ZSPEED,ZTIMESTAMPEPOCH,ZVERTICALACCURACY,ZACTIVITYTYPE,ZTIMESTAMPEST
28,3,1,2,259.54766871504,252.408192777717,24.0036248210426,40.0563433417439,-83.0517135339256,0.0987688899040222,1560740685.15254,3.0,walking,"Sunday, June 16, 2019 at 11:04:45 PM Eastern Daylight Time"
29,3,1,2,259.408433939985,111.846089357197,24.0036248210426,40.0563285027537,-83.0517063605284,0.220041409134865,1560740686.15454,3.0,walking,"Sunday, June 16, 2019 at 11:04:46 PM Eastern Daylight Time"
30,3,1,2,259.371274378496,311.533588724149,16.0024165473618,40.0563129165524,-83.051688526289,0.482972204685211,1560740687.16333,3.0,walking,"Sunday, June 16, 2019 at 11:04:47 PM Eastern Daylight Time"
31,3,1,2,259.309770336409,325.531433050687,16.0024165473618,40.056324658486,-83.0516761886853,0.104959927499294,1560740688.16622,3.0,walking,"Sunday, June 16, 2019 at 11:04:48 PM Eastern Daylight Time"
32,3,1,2,259.263657163646,325.954959420741,16.0024165473618,40.056313528006,-83.0516807959392,0.182353839278221,1560740689.16607,3.0,walking,"Sunday, June 16, 2019 at 11:04:49 PM Eastern Daylight Time"
33,3,1,2,259.273973519709,336.475882289905,16.0024165473618,40.0563150516316,-83.0516645916434,0.247424274682999,1560740690.16778,3.0,walking,"Sunday, June 16, 2019 at 11:04:50 PM Eastern Daylight Time"
34,3,1,2,259.227434354534,346.253625935859,12.0018124105213,40.0563158907625,-83.0516568715346,0.247424274682999,1560740691.16297,3.0,walking,"Sunday, June 16, 2019 at 11:04:51 PM Eastern Daylight Time"
35,3,1,2,259.216229839872,34.4625459101889,12.0018124105213,40.0563150296582,-83.051663717861,0.0886932536959648,1560740692.16944,3.0,walking,"Sunday, June 16, 2019 at 11:04:52 PM Eastern Daylight Time"
36,3,1,2,259.220904676492,48.361280776775,12.0018124105213,40.0563101342973,-83.0516496654042,0.314872860908508,1560740693.16289,3.0,walking,"Sunday, June 16, 2019 at 11:04:53 PM Eastern Daylight Time"
37,3,1,2,259.208298429685,37.0333642269846,16.0024165473618,40.0563079162672,-83.0516312590676,0.0917691290378571,1560740694.16757,3.0,walking,"Sunday, June 16, 2019 at 11:04:54 PM Eastern Daylight Time"
38,3,1,2,259.189212487622,85.9256922117281,16.0024165473618,40.0562988768266,-83.0516159560037,0.314872860908508,1560740695.22764,3.0,walking,"Sunday, June 16, 2019 at 11:04:55 PM Eastern Daylight Time"
39,3,1,2,259.16750103697,125.258142509569,16.0024165473618,40.0562898541335,-83.0515990002387,0.842862069606781,1560740696.23941,3.0,walking,"Sunday, June 16, 2019 at 11:04:56 PM Eastern Daylight Time"
40,3,1,2,259.140404659971,153.852592866044,16.0024165473618,40.0562850187775,-83.0515866357998,1.0576868057251,1560740697.24055,3.0,walking,"Sunday, June 16, 2019 at 11:04:57 PM Eastern Daylight Time"
41,3,1,2,259.118908401178,169.534037841854,16.0024165473618,40.0562690205519,-83.0515829069628,0.875602602958679,1560740698.24763,3.0,walking,"Sunday, June 16, 2019 at 11:04:58 PM Eastern Daylight Time"
42,3,1,2,259.096598863189,218.121927219817,8.00120827368088,40.0562572648341,-83.0515713977382,0.928499460220337,1560740699.24334,3.0,walking,"Sunday, June 16, 2019 at 11:04:59 PM Eastern Daylight Time"
43,3,1,2,259.065226674039,218.426280449233,8.00120827368088,40.0562442619678,-83.0515797815695,0.844609320163727,1560740700.24426,3.0,walking,"Sunday, June 16, 2019 at 11:05:00 PM Eastern Daylight Time"
44,3,1,2,259.06177359819,197.227258397724,8.00120827368088,40.056241861889,-83.051583286668,1.00120174884796,1560740701.24191,3.0,walking,"Sunday, June 16, 2019 at 11:05:01 PM Eastern Daylight Time"
45,3,1,2,259.065012580156,209.689006840304,8.00120827368088,40.0562378711467,-83.0515822748012,0.953679144382477,1560740702.24337,3.0,walking,"Sunday, June 16, 2019 at 11:05:02 PM Eastern Daylight Time"
46,3,1,2,259.059664786458,203.197417468206,8.00120827368088,40.0562259480316,-83.0515859708025,0.98447984457016,1560740703.24285,3.0,walking,"Sunday, June 16, 2019 at 11:05:03 PM Eastern Daylight Time"
47,3,1,2,259.054419618905,202.744808152666,8.00120827368088,40.056214336376,-83.0515849826465,0.98447984457016,1560740704.24426,3.0,walking,"Sunday, June 16, 2019 at 11:05:04 PM Eastern Daylight Time"
48,3,1,2,259.040958700782,188.978493578613,8.00120827368088,40.0562041310066,-83.0515864038367,0.395829260349274,1560740705.24318,3.0,walking,"Sunday, June 16, 2019 at 11:05:05 PM Eastern Daylight Time"
49,3,1,2,259.032952147544,170.050482105377,8.00120827368088,40.056207904418,-83.0515763397627,0.0195624399930239,1560740706.23598,3.0,walking,"Sunday, June 16, 2019 at 11:05:06 PM Eastern Daylight Time"
50,3,1,2,259.014436038119,164.560977107168,8.00120827368088,40.0562041662553,-83.0515784761861,0.0101159932091832,1560740707.23807,3.0,walking,"Sunday, June 16, 2019 at 11:05:07 PM Eastern Daylight Time"
51,3,1,2,259.013257339774,164.786482632805,8.00120827368088,40.0562034114557,-83.0515766179652,0.110117666423321,1560740708.2397,3.0,walking,"Sunday, June 16, 2019 at 11:05:08 PM Eastern Daylight Time"
52,3,1,2,259.008332951385,195.969315137527,8.00120827368088,40.0562019247458,-83.0515728532995,0.0197906251996756,1560740709.23369,3.0,walking,"Sunday, June 16, 2019 at 11:05:09 PM Eastern Daylight Time"
53,3,1,2,258.998076413425,196.584291710016,8.00120827368088,40.0562036068303,-83.05157238527,0.122732631862164,1560740710.2377,3.0,walking,"Sunday, June 16, 2019 at 11:05:10 PM Eastern Daylight Time"
54,3,1,2,258.997874734238,196.896417694707,8.00120827368088,40.0562001121784,-83.0515726464643,0.616585195064545,1560740711.23844,3.0,walking,"Sunday, June 16, 2019 at 11:05:11 PM Eastern Daylight Time"
55,3,1,2,258.994586133702,198.641052914404,8.00120827368088,40.0561914656483,-83.0515725772706,0.374552607536316,1560740712.2386,3.0,walking,"Sunday, June 16, 2019 at 11:05:12 PM Eastern Daylight Time"
56,3,1,2,258.984616770719,195.121961869095,8.00120827368088,40.0561855851524,-83.0515678020272,0.217998117208481,1560740713.23947,3.0,walking,"Sunday, June 16, 2019 at 11:05:13 PM Eastern Daylight Time"
57,3,1,2,258.965849448678,196.227427986261,8.00120827368088,40.0561837096413,-83.0515656451677,0.186498865485191,1560740714.24109,3.0,walking,"Sunday, June 16, 2019 at 11:05:14 PM Eastern Daylight Time"
58,3,1,2,258.956639342451,199.998143200594,8.00120827368088,40.0561824174627,-83.0515666387877,0.0351001247763634,1560740715.25028,3.0,walking,"Sunday, June 16, 2019 at 11:05:15 PM Eastern Daylight Time"
59,3,1,2,258.956597238078,203.590959307804,8.00120827368088,40.0561817651202,-83.0515678675606,0.034703005105257,1560740716.24063,3.0,walking,"Sunday, June 16, 2019 at 11:05:16 PM Eastern Daylight Time"
60,3,1,2,258.958790293266,204.579424284488,8.00120827368088,40.0561818275419,-83.0515687125027,0.0264238342642784,1560740717.24472,3.0,walking,"Sunday, June 16, 2019 at 11:05:17 PM Eastern Daylight Time"
61,3,1,2,258.961124466949,204.702750180142,8.00120827368088,40.0561811310284,-83.0515691802708,0.0270424950867891,1560740718.24595,3.0,walking,"Sunday, June 16, 2019 at 11:05:18 PM Eastern Daylight Time"
62,3,1,2,258.961701207071,204.253719883727,8.00120827368088,40.0561805512095,-83.0515690443187,0.0234354268759489,1560740719.23574,3.0,walking,"Sunday, June 16, 2019 at 11:05:19 PM Eastern Daylight Time"
63,3,1,2,258.960770111552,202.31710170684,8.00120827368088,40.0561795126491,-83.0515690255555,0.0471007823944092,1560740720.24784,3.0,walking,"Sunday, June 16, 2019 at 11:05:20 PM Eastern Daylight Time"
64,3,1,2,258.959441040086,203.132571652226,8.00120827368088,40.0561795156002,-83.0515687175646,0.0177753809839487,1560740721.24396,3.0,walking,"Sunday, June 16, 2019 at 11:05:21 PM Eastern Daylight Time"
65,3,1,2,258.958566555791,203.114621915087,8.00120827368088,40.0561794987783,-83.0515685333864,0.00374741246923804,1560740722.24042,3.0,walking,"Sunday, June 16, 2019 at 11:05:22 PM Eastern Daylight Time"
66,3,1,2,258.958012188416,203.3314394401,8.00120827368088,40.0561787964246,-83.0515710716149,0.00688426848500967,1560740723.24258,3.0,walking,"Sunday, June 16, 2019 at 11:05:23 PM Eastern Daylight Time"
67,3,1,2,258.96336751828,204.000852620274,8.00120827368088,40.0561771906181,-83.0515709547772,0.0685251578688622,1560740724.23588,3.0,walking,"Sunday, June 16, 2019 at 11:05:24 PM Eastern Daylight Time"
68,3,1,2,258.961829381833,204.947298273185,8.00120827368088,40.0561766403489,-83.0515687707047,0.0773604735732079,1560740725.23707,3.0,walking,"Sunday, June 16, 2019 at 11:05:25 PM Eastern Daylight Time"
69,3,1,2,258.95564682063,204.650854402828,8.00120827368088,40.0561758862364,-83.0515689900059,0.000344032043358311,1560740726.23401,3.0,walking,"Sunday, June 16, 2019 at 11:05:26 PM Eastern Daylight Time"
70,3,1,2,258.954712707576,204.707654255966,8.00120827368088,40.05617588987,-83.051568725157,0.00387338362634182,1560740727.25018,3.0,walking,"Sunday, June 16, 2019 at 11:05:27 PM Eastern Daylight Time"
71,3,1,2,258.953960116583,206.268598368124,8.00120827368088,40.0561758979803,-83.0515685984709,0.0114825200289488,1560740728.24535,3.0,walking,"Sunday, June 16, 2019 at 11:05:28 PM Eastern Daylight Time"
72,3,1,2,258.95358273346,207.830607989792,8.00120827368088,40.0561761728179,-83.0515688750596,0.00690255360677838,1560740729.24665,3.0,walking,"Sunday, June 16, 2019 at 11:05:29 PM Eastern Daylight Time"
73,3,1,2,258.954547497589,207.763002777388,8.00120827368088,40.0561761973676,-83.0515684153457,0.0120630580931902,1560740730.22826,3.0,walking,"Sunday, June 16, 2019 at 11:05:30 PM Eastern Daylight Time"
74,3,1,2,258.953531608279,206.642633187452,8.00120827368088,40.0561762255785,-83.0515678029634,0.0157315768301487,1560740731.22869,3.0,walking,"Sunday, June 16, 2019 at 11:05:31 PM Eastern Daylight Time"
75,3,1,2,258.951946865052,206.606405864094,8.00120827368088,40.0561760136521,-83.0515669476546,0.00515619991347194,1560740732.23974,3.0,walking,"Sunday, June 16, 2019 at 11:05:32 PM Eastern Daylight Time"
76,3,1,2,258.949412597272,206.589098164737,8.00120827368088,40.056175983558,-83.0515664313202,0.00245637237094343,1560740733.23199,3.0,walking,"Sunday, June 16, 2019 at 11:05:33 PM Eastern Daylight Time"
77,3,1,2,258.947840811119,206.724404212195,8.00120827368088,40.0561760654354,-83.051565258466,0.00127548526506871,1560740734.23701,3.0,walking,"Sunday, June 16, 2019 at 11:05:34 PM Eastern Daylight Time"
78,3,1,2,258.947840811119,206.724404212195,8.00120827368088,40.0561760654354,-83.051565258466,0.0,1560740735.24091,3.0,walking,"Sunday, June 16, 2019 at 11:05:35 PM Eastern Daylight Time"
79,3,1,2,258.947840811119,206.724404212195,8.00120827368088,40.0561760654354,-83.051565258466,0.0,1560740736.23334,3.0,walking,"Sunday, June 16, 2019 at 11:05:36 PM Eastern Daylight Time"
80,3,1,2,258.947840811119,206.724404212195,8.00120827368088,40.0561760654354,-83.051565258466,0.0,1560740737.24997,3.0,walking,"Sunday, June 16, 2019 at 11:05:37 PM Eastern Daylight Time"
81,3,1,2,258.947840811119,206.724404212195,8.00120827368088,40.0561760654354,-83.051565258466,0.0,1560740738.24204,3.0,walking,"Sunday, June 16, 2019 at 11:05:38 PM Eastern Daylight Time"
82,3,1,2,258.947840811119,206.724404212195,8.00120827368088,40.0561760654354,-83.051565258466,0.0,1560740739.24599,3.0,walking,"Sunday, June 16, 2019 at 11:05:39 PM Eastern Daylight Time"
83,3,1,2,258.944538119758,202.797059099816,8.00120827368088,40.0561756262392,-83.0515650002249,0.00264689698815346,1560740740.25208,3.0,walking,"Sunday, June 16, 2019 at 11:05:40 PM Eastern Daylight Time"
84,3,1,2,258.943384552332,202.869076614425,8.00120827368088,40.0561755432169,-83.0515652807646,0.00315410643815994,1560740741.2447,3.0,walking,"Sunday, June 16, 2019 at 11:05:41 PM Eastern Daylight Time"
85,3,1,2,258.943859710726,203.107696103269,8.00120827368088,40.0561752576593,-83.0515660457744,0.00055712228640914,1560740742.24972,3.0,walking,"Sunday, June 16, 2019 at 11:05:42 PM Eastern Daylight Time"
86,3,1,2,258.945486511234,203.135044180705,8.00120827368088,40.0561752402671,-83.0515664401303,0.00013446960656438,1560740743.24325,3.0,walking,"Sunday, June 16, 2019 at 11:05:43 PM Eastern Daylight Time"
87,3,1,2,258.945486511234,203.135044180705,8.00120827368088,40.0561752402671,-83.0515664401303,0.0,1560740744.25322,3.0,stationary,"Sunday, June 16, 2019 at 11:05:44 PM Eastern Daylight Time"
88,3,1,2,258.945486511234,203.135044180705,8.00120827368088,40.0561752402671,-83.0515664401303,0.0,1560740745.24395,3.0,stationary,"Sunday, June 16, 2019 at 11:05:45 PM Eastern Daylight Time"
89,3,1,2,258.945486511234,203.135044180705,8.00120827368088,40.0561752402671,-83.0515664401303,0.0,1560740746.24375,3.0,stationary,"Sunday, June 16, 2019 at 11:05:46 PM Eastern Daylight Time"
90,3,1,2,258.946735257193,203.005188624205,8.00120827368088,40.0561752750929,-83.0515667219224,0.00926037039607763,1560740747.25142,3.0,walking,"Sunday, June 16, 2019 at 11:05:47 PM Eastern Daylight Time"
91,3,1,2,258.94747694674,203.176476108211,8.00120827368088,40.0561752922332,-83.0515669502231,0.000371249043382704,1560740748.24903,3.0,walking,"Sunday, June 16, 2019 at 11:05:48 PM Eastern Daylight Time"
92,3,1,2,258.948141630831,203.332573251502,8.00120827368088,40.0561755421627,-83.0515668623367,0.0165625233203173,1560740749.26648,3.0,walking,"Sunday, June 16, 2019 at 11:05:49 PM Eastern Daylight Time"
93,3,1,2,258.948276763791,203.319992043051,8.00120827368088,40.0561757423052,-83.0515669159108,0.0242823492735624,1560740750.24545,3.0,walking,"Sunday, June 16, 2019 at 11:05:50 PM Eastern Daylight Time"
94,3,1,2,258.948661065661,203.37258449966,8.00120827368088,40.0561755834915,-83.0515665571157,0.00898521393537521,1560740751.2533,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:51 PM Eastern Daylight Time"
95,3,1,2,258.947614595946,203.362557781958,8.00120827368088,40.0561757784638,-83.051565987448,0.0104935159906745,1560740752.243,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:52 PM Eastern Daylight Time"
96,3,1,2,258.946328918701,203.246977320823,8.00120827368088,40.0561761542865,-83.0515652393523,0.0329339243471622,1560740753.24342,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:53 PM Eastern Daylight Time"
97,3,1,2,258.94478586123,203.237169169175,8.00120827368088,40.0561761011218,-83.0515653843726,0.00437536044046283,1560740754.23961,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:54 PM Eastern Daylight Time"
98,3,1,2,258.944919946597,203.135044180705,8.00120827368088,40.0561760319158,-83.0515655069265,0.00418608915060759,1560740755.25002,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:55 PM Eastern Daylight Time"
99,3,1,2,258.945153081696,202.975231414505,8.00120827368088,40.0561760508984,-83.0515655597624,0.0153920436277986,1560740756.25424,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:56 PM Eastern Daylight Time"
100,3,1,2,258.945341190128,202.907393975669,8.00120827368088,40.0561760207287,-83.0515656228861,0.00331790931522846,1560740757.25095,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:57 PM Eastern Daylight Time"
101,3,1,2,258.945469864252,202.881835407795,8.00120827368088,40.0561760445338,-83.0515656064077,0.00104433624073863,1560740758.24472,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:58 PM Eastern Daylight Time"
102,3,1,2,258.945482731664,202.867505670916,6.00090620526066,40.0561759034739,-83.0515657363851,0.00420674681663513,1560740759.24382,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:05:59 PM Eastern Daylight Time"
103,3,1,2,258.945635080417,202.844747480601,6.00090620526066,40.0561756569454,-83.0515658193853,0.0145139852538705,1560740760.2512,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:00 PM Eastern Daylight Time"
104,3,1,2,258.945635080417,202.844747480601,6.00090620526066,40.0561756569454,-83.0515658193853,0.0,1560740761.24944,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:01 PM Eastern Daylight Time"
105,3,1,2,258.945635080417,202.844747480601,6.00090620526066,40.0561756569454,-83.0515658193853,0.0,1560740762.24089,3.0,stationary,"Sunday, June 16, 2019 at 11:06:02 PM Eastern Daylight Time"
106,3,1,2,258.945560529947,202.717022943122,6.00090620526066,40.056175054518,-83.0515657782701,0.0251865442842245,1560740763.24345,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:03 PM Eastern Daylight Time"
107,3,1,2,258.944750221086,202.709427772765,6.00090620526066,40.056174431775,-83.0515659505178,0.0103539386764169,1560740764.24398,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:04 PM Eastern Daylight Time"
108,3,1,2,258.944367066176,199.887166286959,6.00090620526066,40.0561741790676,-83.0515658493497,0.0132611943408847,1560740765.25421,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:05 PM Eastern Daylight Time"
109,3,1,2,258.943779434279,162.785838262638,6.00090620526066,40.0561692284018,-83.0515652271332,0.249821782112122,1560740766.23992,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:06 PM Eastern Daylight Time"
110,3,1,2,258.936304899605,143.39469898254,6.00090620526066,40.0561660610846,-83.0515627887344,0.249821782112122,1560740767.25327,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:07 PM Eastern Daylight Time"
111,3,1,2,258.925463757172,129.225389587079,6.00090620526066,40.0561630459643,-83.0515527507122,0.308796286582947,1560740768.24366,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:08 PM Eastern Daylight Time"
112,3,1,2,258.894290836777,156.926300935954,6.00090620526066,40.0561597602711,-83.0515383264821,0.91938316822052,1560740769.25117,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:09 PM Eastern Daylight Time"
113,3,1,2,258.848258200499,165.904693882963,6.00090620526066,40.0561459733496,-83.051515832182,2.06753993034363,1560740770.25113,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:10 PM Eastern Daylight Time"
114,3,1,2,258.759279936871,181.480871983285,6.00090620526066,40.0561274019653,-83.0515107035331,2.06753993034363,1560740771.24985,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:11 PM Eastern Daylight Time"
115,3,1,2,258.702069732579,187.203600620894,6.00090620526066,40.0561003639286,-83.0514931928421,2.03712201118469,1560740772.24337,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:12 PM Eastern Daylight Time"
116,3,1,2,258.596894976798,189.986096745352,6.00090620526066,40.0560891725617,-83.0514918612681,1.41554617881775,1560740773.23552,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:13 PM Eastern Daylight Time"
117,3,1,2,258.56879937622,189.657537325518,6.00090620526066,40.0560762295221,-83.051485264882,0.626734554767609,1560740774.25645,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:14 PM Eastern Daylight Time"
118,3,1,2,258.531753671142,191.745649098196,6.00090620526066,40.0560667883778,-83.05147982823,0.626734554767609,1560740775.25206,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:15 PM Eastern Daylight Time"
119,3,1,2,258.502629483936,191.821423216848,6.00090620526066,40.0560627669322,-83.0514799768368,0.0654504224658012,1560740776.25086,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:16 PM Eastern Daylight Time"
120,3,1,2,258.495844384551,191.425395188392,6.00090620526066,40.0560601757685,-83.0514766904589,0.0175913590937853,1560740777.25294,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:17 PM Eastern Daylight Time"
121,3,1,2,258.483726360452,190.655550906662,6.00090620526066,40.0560599721309,-83.0514766943529,0.00265862583182752,1560740778.25558,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:18 PM Eastern Daylight Time"
122,3,1,2,258.48230856439,190.529834444798,6.00090620526066,40.0560597375668,-83.0514766007956,0.0259670428931713,1560740779.24335,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:19 PM Eastern Daylight Time"
123,3,1,2,258.481686132928,190.101622564974,6.00090620526066,40.0560591465689,-83.0514762450421,0.013205842114985,1560740780.25409,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:20 PM Eastern Daylight Time"
124,3,1,2,258.480072070934,189.661184646535,6.00090620526066,40.0560587663682,-83.0514759151634,0.136796653270721,1560740781.25842,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:21 PM Eastern Daylight Time"
125,3,1,2,258.478660969911,190.329395713415,6.00090620526066,40.0560525468942,-83.0514721132632,0.136796653270721,1560740782.25435,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:22 PM Eastern Daylight Time"
126,3,1,2,258.462479820746,187.779303605656,6.00090620526066,40.0560333023291,-83.0514676663791,2.47675800323486,1560740783.25489,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:23 PM Eastern Daylight Time"
127,3,1,2,258.431816600849,182.462137940584,6.00090620526066,40.0559963486607,-83.0514659307572,4.43155860900879,1560740784.25216,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:24 PM Eastern Daylight Time"
128,3,1,2,258.391492893605,183.309586831665,6.00090620526066,40.0559439553201,-83.0514656357189,4.43155860900879,1560740785.24017,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:25 PM Eastern Daylight Time"
129,3,1,2,258.339999585381,186.737645115716,6.00090620526066,40.0558843335974,-83.0514660375888,5.45195627212524,1560740786.2503,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:26 PM Eastern Daylight Time"
130,3,1,2,258.281717625164,186.792546176264,6.00090620526066,40.0558256164039,-83.05146350416,5.68039464950562,1560740787.2488,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:27 PM Eastern Daylight Time"
131,3,1,2,258.204986414006,186.047044688736,6.00090620526066,40.055768390593,-83.0514655552224,3.93909311294556,1560740788.25569,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:28 PM Eastern Daylight Time"
132,3,1,2,258.01190527287,176.884837690784,6.00090620526066,40.0557304438263,-83.0514653463349,3.93909311294556,1560740789.25354,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:29 PM Eastern Daylight Time"
133,3,1,2,257.869646414128,153.743624028025,6.00090620526066,40.0557128626478,-83.0514575668769,2.11818766593933,1560740790.25461,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:30 PM Eastern Daylight Time"
134,3,1,2,257.798456416925,162.812339396618,6.00090620526066,40.0557042816901,-83.0514499317965,1.06257390975952,1560740791.24322,3.0,Activity Unavailable,"Sunday, June 16, 2019 at 11:06:31 PM Eastern Daylight Time"
