Z_PK,Z_ENT,Z_OPT,ZMAGFIELDACCURACY,ZGRAVITYX,ZGRAVITYY,ZGRAVITYZ,ZHEADING,ZMAGFIELDX,ZMAGFIELDY,ZMAGFIELDZ,ZQUATW,ZQUATX,ZQUATY,ZQUATZ,ZROTATIONRATEX,ZROTATIONRATEY,ZROTATIONRATEZ,ZTIMESTAMPEPOCH,ZUSERACCELX,ZUSERACCELY,ZUSERACCELZ,ZTIMESTAMPEST
46127,2,1,0,0.258606135845184,0.0298230461776257,-0.965522348880768,299.083740234375,94.0773773193359,24.140661239624,-14.6190490722656,-0.959056735038757,-0.0184647738933563,-0.129991784691811,0.250941157341003,0.0387055054306984,-0.0850593224167824,0.00483859051018953,1560137566.96423,-0.00409704446792603,-0.0281325280666351,0.0214855074882507,"Sunday, June 9, 2019 at 11:32:46 PM Eastern Daylight Time"
46128,2,1,0,0.258659064769745,0.0306147858500481,-0.965483427047729,299.239074707031,94.1053085327148,24.5188674926758,-14.7430114746094,-0.958692610263824,-0.0182687416672707,-0.130094364285469,0.252289950847626,0.0171923041343689,-0.0352975986897945,-0.00624732207506895,1560137567.96763,0.00804123282432556,0.0129605606198311,-2.26497650146484e-05,"Sunday, June 9, 2019 at 11:32:47 PM Eastern Daylight Time"
46129,2,1,0,0.257904529571533,0.0353171303868294,-0.965524733066559,299.293914794922,93.8384246826172,25.0850639343262,-15.8302307128906,-0.958504915237427,-0.0159800816327333,-0.130316093564034,0.253042817115784,0.0174946952611208,0.00409423978999257,-7.11069442331791e-05,1560137568.971,0.00763601064682007,-0.00526407361030579,-0.0648159980773926,"Sunday, June 9, 2019 at 11:32:48 PM Eastern Daylight Time"
46130,2,1,0,0.258400321006775,0.0345984660089016,-0.9654181599617,299.179443359375,94.6555023193359,22.4562206268311,-19.2635192871094,-0.958741962909698,-0.0162588991224766,-0.130485907196999,0.252037346363068,0.00106454780325294,-0.0252256169915199,-0.000956251984462142,1560137569.9744,-0.00883659720420837,-0.0607278868556023,0.0491520166397095,"Sunday, June 9, 2019 at 11:32:49 PM Eastern Daylight Time"
46131,2,1,0,0.256543755531311,0.0363457538187504,-0.965848982334137,299.199493408203,91.1502914428711,22.2067089080811,-30.3902893066406,-0.958778321743011,-0.0152021981775761,-0.12978595495224,0.252326339483261,-0.018143218010664,0.099579818546772,-0.0069204093888402,1560137570.97779,-0.0040646493434906,0.0607536807656288,0.0513836145401001,"Sunday, June 9, 2019 at 11:32:50 PM Eastern Daylight Time"
46132,2,1,0,0.256176233291626,0.0326503030955791,-0.966078519821167,299.10400390625,-13.8516464233398,-11.8026151657104,2.5496826171875,-0.959105908870697,-0.0168170928955078,-0.129143059253693,0.251306772232056,0.0124164558947086,-0.144104421138763,0.00276937847957015,1560137571.98116,-0.0131420791149139,-0.10196091234684,-0.0990214347839355,"Sunday, June 9, 2019 at 11:32:51 PM Eastern Daylight Time"
46133,2,1,0,0.258190780878067,0.0295994654297829,-0.965640425682068,299.039855957031,-0.512489318847656,2.24200057983398,5.61920166015625,-0.959185540676117,-0.0184684805572033,-0.129764080047607,0.250565737485886,0.0204029269516468,-0.00717514380812645,-0.000959255965426564,1560137572.98454,-0.00476682186126709,-0.0968329906463623,-0.0387146472930908,"Sunday, June 9, 2019 at 11:32:52 PM Eastern Daylight Time"
46134,2,1,0,0.256753206253052,0.0286571588367224,-0.966052055358887,299.114715576172,1.7344970703125,3.12449645996094,5.1473388671875,-0.959140241146088,-0.0188180301338434,-0.128918021917343,0.251149594783783,-0.00203692307695746,-0.0245475694537163,0.00189438869711012,1560137573.98793,-0.0115230679512024,-0.0285989157855511,-0.0191988348960876,"Sunday, June 9, 2019 at 11:32:53 PM Eastern Daylight Time"
46135,2,1,0,0.2573182284832,0.0319336466491222,-0.965798914432526,299.154418945312,1.74853515625,2.90913772583008,5.10238647460937,-0.958936035633087,-0.0173662919551134,-0.129610762000084,0.25167652964592,0.00199220050126314,0.0192486923187971,-0.00294687179848552,1560137574.99132,0.00915133953094482,-0.0268268659710884,-0.0419893860816956,"Sunday, June 9, 2019 at 11:32:54 PM Eastern Daylight Time"
46136,2,1,0,0.258557081222534,0.0292257405817509,-0.965553760528564,299.183166503906,3.69305419921875,1.61604499816895,4.22817993164062,-0.958855271339417,-0.0188578516244888,-0.129874914884567,0.251740843057632,0.0697463601827621,-0.0701744258403778,0.0102323805913329,1560137575.99468,0.0398171842098236,0.00734629482030869,0.0197921991348267,"Sunday, June 9, 2019 at 11:32:55 PM Eastern Daylight Time"
